resp_id ,project_id,status_of_contact
VN01000000002275,PVN2020XXX_BEANBOX,Không trả lời/ Không bắt máy
VN01000000002276,PVN2020XXX_BEANBOX,Đáp viên không thỏa điều kiện
VN01000000002277,PVN2020XXX_BEANBOX,Đáp viên không thỏa điều kiện
VN01000000002278,PVN2020XXX_BEANBOX,Không trả lời/ Không bắt máy
VN01000000002279,PVN2020XXX_BEANBOX,Đáp viên từ chối phỏng vấn
VN01000000002280,PVN2020XXX_BEANBOX,Đáp viên không thỏa điều kiện
VN01000000002281,PVN2020XXX_BEANBOX,Đáp viên không phải là chủ của số điện thoại này
VN01000000002282,PVN2020XXX_BEANBOX,OK
VN01000000002286,PVN2020XXX_BEANBOX,Không trả lời/ Không bắt máy
VN01000000002287,PVN2020XXX_BEANBOX,Đáp viên không phải là chủ của số điện thoại này
VN01000000002288,PVN2020XXX_BEANBOX,Đáp viên không phải là chủ của số điện thoại này
VN01000000002289,PVN2020XXX_BEANBOX,Đáp viên từ chối phỏng vấn
VN01000000002290,PVN2020XXX_BEANBOX,Đáp viên không thỏa điều kiện
VN01000000002291,PVN2020XXX_BEANBOX,OK
VN01000000002295,PVN2020XXX_BEANBOX,Số điện thoại không đúng
VN01000000002296,PVN2020XXX_BEANBOX,Đáp viên không thỏa điều kiện
VN01000000002297,PVN2020XXX_BEANBOX,Không trả lời/ Không bắt máy
VN01000000002298,PVN2020XXX_BEANBOX,Không trả lời/ Không bắt máy
VN01000000002299,PVN2020XXX_BEANBOX,Không trả lời/ Không bắt máy
VN01000000002300,PVN2020XXX_BEANBOX,Không trả lời/ Không bắt máy
VN01000000002301,PVN2020XXX_BEANBOX,Đáp viên từ chối phỏng vấn
VN01000000002726,PVN2020XXX_BEANBOX,Đáp viên không thỏa điều kiện
VN01000000002727,PVN2020XXX_BEANBOX,Số điện thoại không đúng
VN01000000002728,PVN2020XXX_BEANBOX,Không trả lời/ Không bắt máy
VN01000000002729,PVN2020XXX_BEANBOX,Số điện thoại không đúng
VN01000000002730,PVN2020XXX_BEANBOX,Số điện thoại không đúng
VN01000000002731,PVN2020XXX_BEANBOX,Số điện thoại không đúng
VN01000000002732,PVN2020XXX_BEANBOX,Đáp viên không thỏa điều kiện
VN01000000002733,PVN2020XXX_BEANBOX,Đáp viên không thỏa điều kiện
VN01000000002734,PVN2020XXX_BEANBOX,Không trả lời/ Không bắt máy
VN01000000002735,PVN2020XXX_BEANBOX,Không trả lời/ Không bắt máy
VN01000000002736,PVN2020XXX_BEANBOX,Không trả lời/ Không bắt máy
VN01000000002737,PVN2020XXX_BEANBOX,Đáp viên hẹn gọi lại sau
VN01000000002738,PVN2020XXX_BEANBOX,Số điện thoại không đúng
VN01000000002739,PVN2020XXX_BEANBOX,OK
VN01000000002743,PVN2020XXX_BEANBOX,Không trả lời/ Không bắt máy
VN01000000002744,PVN2020XXX_BEANBOX,Đáp viên hẹn gọi lại sau
VN01000000002745,PVN2020XXX_BEANBOX,Đáp viên không thỏa điều kiện
VN01000000002746,PVN2020XXX_BEANBOX,Số điện thoại không liên lạc được
VN01000000002747,PVN2020XXX_BEANBOX,Số điện thoại không liên lạc được
VN01000000002748,PVN2020XXX_BEANBOX,Số điện thoại không liên lạc được
VN01000000002749,PVN2020XXX_BEANBOX,OK
VN01000000002753,PVN2020XXX_BEANBOX,Số điện thoại không đúng
VN01000000002754,PVN2020XXX_BEANBOX,Số điện thoại không đúng
VN01000000002755,PVN2020XXX_BEANBOX,Không trả lời/ Không bắt máy
VN01000000002756,PVN2020XXX_BEANBOX,Không trả lời/ Không bắt máy
VN01000000002757,PVN2020XXX_BEANBOX,Đáp viên không thỏa điều kiện
VN01000000002758,PVN2020XXX_BEANBOX,Số điện thoại không đúng
VN01000000002759,PVN2020XXX_BEANBOX,Số điện thoại không đúng
VN01000000002760,PVN2020XXX_BEANBOX,Số điện thoại không đúng
VN01000000002761,PVN2020XXX_BEANBOX,Không trả lời/ Không bắt máy
VN01000000002762,PVN2020XXX_BEANBOX,Không trả lời/ Không bắt máy
VN01000000002763,PVN2020XXX_BEANBOX,Số điện thoại không liên lạc được
VN01000000002764,PVN2020XXX_BEANBOX,Đáp viên từ chối phỏng vấn
VN01000000002765,PVN2020XXX_BEANBOX,Đáp viên từ chối phỏng vấn
VN01000000002766,PVN2020XXX_BEANBOX,OK
VN01000000002770,PVN2020XXX_BEANBOX,Số điện thoại không liên lạc được
VN01000000002771,PVN2020XXX_BEANBOX,máy bận
VN01000000002772,PVN2020XXX_BEANBOX,Đáp viên không phải là chủ của số điện thoại này
VN01000000002773,PVN2020XXX_BEANBOX,Đáp viên từ chối phỏng vấn
VN01000000002774,PVN2020XXX_BEANBOX,Số điện thoại không liên lạc được
VN01000000002775,PVN2020XXX_BEANBOX,Số điện thoại không liên lạc được
VN01000000002776,PVN2020XXX_BEANBOX,Đáp viên không thỏa điều kiện
VN01000000002777,PVN2020XXX_BEANBOX,Số điện thoại không đúng
VN01000000002778,PVN2020XXX_BEANBOX,Đáp viên từ chối phỏng vấn
VN01000000002779,PVN2020XXX_BEANBOX,OK
VN01000000002783,PVN2020XXX_BEANBOX,Không trả lời/ Không bắt máy
VN01000000002784,PVN2020XXX_BEANBOX,Đáp viên không thỏa điều kiện
VN01000000002786,PVN2020XXX_BEANBOX,Đáp viên không thỏa điều kiện
VN01000000002787,PVN2020XXX_BEANBOX,Số điện thoại không liên lạc được
VN01000000002788,PVN2020XXX_BEANBOX,máy bận
VN01000000002789,PVN2020XXX_BEANBOX,Đáp viên không thỏa điều kiện
VN01000000002790,PVN2020XXX_BEANBOX,Đáp viên không thỏa điều kiện
VN01000000002791,PVN2020XXX_BEANBOX,Số điện thoại không liên lạc được
VN01000000002793,PVN2020XXX_BEANBOX,máy bận
VN01000000002794,PVN2020XXX_BEANBOX,Đáp viên không thỏa điều kiện
VN01000000002795,PVN2020XXX_BEANBOX,Đáp viên không thỏa điều kiện
VN01000000002796,PVN2020XXX_BEANBOX,OK
VN01000000002800,PVN2020XXX_BEANBOX,Đáp viên từ chối phỏng vấn
VN01000000002801,PVN2020XXX_BEANBOX,Không trả lời/ Không bắt máy
VN01000000002802,PVN2020XXX_BEANBOX,Đáp viên không thỏa điều kiện
VN01000000002803,PVN2020XXX_BEANBOX,Đáp viên hẹn gọi lại sau
VN01000000002804,PVN2020XXX_BEANBOX,Đáp viên từ chối phỏng vấn
VN01000000002805,PVN2020XXX_BEANBOX,Không trả lời/ Không bắt máy
VN01000000002806,PVN2020XXX_BEANBOX,Không trả lời/ Không bắt máy
VN01000000002808,PVN2020XXX_BEANBOX,Số điện thoại không đúng
VN01000000002809,PVN2020XXX_BEANBOX,Không trả lời/ Không bắt máy
VN01000000002810,PVN2020XXX_BEANBOX,Không trả lời/ Không bắt máy
VN01000000002811,PVN2020XXX_BEANBOX,máy bận
VN01000000002812,PVN2020XXX_BEANBOX,Đáp viên không thỏa điều kiện
VN01000000002813,PVN2020XXX_BEANBOX,Đáp viên không thỏa điều kiện
VN01000000002818,PVN2020XXX_BEANBOX,Không trả lời/ Không bắt máy
VN01000000002819,PVN2020XXX_BEANBOX,Đáp viên không thỏa điều kiện
VN01000000002820,PVN2020XXX_BEANBOX,Đáp viên không thỏa điều kiện
VN01000000002822,PVN2020XXX_BEANBOX,Đáp viên từ chối phỏng vấn
VN01000000002823,PVN2020XXX_BEANBOX,Số điện thoại không liên lạc được
VN01000000002824,PVN2020XXX_BEANBOX,Đáp viên không thỏa điều kiện
VN01000000002825,PVN2020XXX_BEANBOX,OK
VN01000000002829,PVN2020XXX_BEANBOX,Không trả lời/ Không bắt máy
VN01000000002830,PVN2020XXX_BEANBOX,Không trả lời/ Không bắt máy
VN01000000002831,PVN2020XXX_BEANBOX,Hết quota
VN01000000002832,PVN2020XXX_BEANBOX,Đáp viên không thỏa điều kiện
VN01000000002833,PVN2020XXX_BEANBOX,Đáp viên từ chối phỏng vấn
VN01000000002834,PVN2020XXX_BEANBOX,Không trả lời/ Không bắt máy
VN01000000002835,PVN2020XXX_BEANBOX,Không trả lời/ Không bắt máy
VN01000000002836,PVN2020XXX_BEANBOX,OK
VN01000000002841,PVN2020XXX_BEANBOX,Không trả lời/ Không bắt máy
VN01000000002842,PVN2020XXX_BEANBOX,Số điện thoại không liên lạc được
VN01000000002843,PVN2020XXX_BEANBOX,máy bận
VN01000000002844,PVN2020XXX_BEANBOX,Không trả lời/ Không bắt máy
VN01000000002845,PVN2020XXX_BEANBOX,OK
VN01000000002849,PVN2020XXX_BEANBOX,Không trả lời/ Không bắt máy
VN01000000002850,PVN2020XXX_BEANBOX,Đáp viên không phải là chủ của số điện thoại này
VN01000000002851,PVN2020XXX_BEANBOX,Không trả lời/ Không bắt máy
VN01000000002853,PVN2020XXX_BEANBOX,Không trả lời/ Không bắt máy
VN01000000002854,PVN2020XXX_BEANBOX,Đáp viên hẹn gọi lại sau
VN01000000002855,PVN2020XXX_BEANBOX,Đáp viên từ chối phỏng vấn
VN01000000002856,PVN2020XXX_BEANBOX,Số điện thoại không liên lạc được
VN01000000002857,PVN2020XXX_BEANBOX,Không trả lời/ Không bắt máy
VN01000000002858,PVN2020XXX_BEANBOX,Số điện thoại không liên lạc được
VN01000000002859,PVN2020XXX_BEANBOX,Đáp viên không thỏa điều kiện
VN01000000002860,PVN2020XXX_BEANBOX,Đáp viên không thỏa điều kiện
VN01000000002861,PVN2020XXX_BEANBOX,Đáp viên hẹn gọi lại sau
VN01000000002862,PVN2020XXX_BEANBOX,Không trả lời/ Không bắt máy
VN01000000002863,PVN2020XXX_BEANBOX,Không trả lời/ Không bắt máy
VN01000000002864,PVN2020XXX_BEANBOX,Không trả lời/ Không bắt máy
VN01000000002865,PVN2020XXX_BEANBOX,Đáp viên từ chối phỏng vấn
VN01000000002866,PVN2020XXX_BEANBOX,Đáp viên không thỏa điều kiện
VN01000000002867,PVN2020XXX_BEANBOX,Số điện thoại không liên lạc được
VN01000000002869,PVN2020XXX_BEANBOX,Hết quota
VN01000000002870,PVN2020XXX_BEANBOX,Không trả lời/ Không bắt máy
VN01000000002871,PVN2020XXX_BEANBOX,Đáp viên không thỏa điều kiện
VN01000000002872,PVN2020XXX_BEANBOX,Đáp viên từ chối phỏng vấn
VN01000000002873,PVN2020XXX_BEANBOX,Đáp viên không thỏa điều kiện
VN01000000002874,PVN2020XXX_BEANBOX,Đáp viên không thỏa điều kiện
VN01000000002875,PVN2020XXX_BEANBOX,Đáp viên không phải là chủ của số điện thoại này
VN01000000002876,PVN2020XXX_BEANBOX,Đáp viên từ chối phỏng vấn
VN01000000002878,PVN2020XXX_BEANBOX,Không trả lời/ Không bắt máy
VN01000000002879,PVN2020XXX_BEANBOX,Không trả lời/ Không bắt máy
VN01000000002880,PVN2020XXX_BEANBOX,Số điện thoại không liên lạc được
VN01000000002881,PVN2020XXX_BEANBOX,máy bận
VN01000000002882,PVN2020XXX_BEANBOX,Đáp viên không thỏa điều kiện
VN01000000002883,PVN2020XXX_BEANBOX,Không trả lời/ Không bắt máy
VN01000000002884,PVN2020XXX_BEANBOX,Hết quota
VN01000000002886,PVN2020XXX_BEANBOX,Đáp viên từ chối phỏng vấn
VN01000000002887,PVN2020XXX_BEANBOX,Không trả lời/ Không bắt máy
VN01000000002888,PVN2020XXX_BEANBOX,Đáp viên từ chối phỏng vấn
VN01000000002889,PVN2020XXX_BEANBOX,Số điện thoại không liên lạc được
VN01000000002891,PVN2020XXX_BEANBOX,Không trả lời/ Không bắt máy
VN01000000002892,PVN2020XXX_BEANBOX,Không trả lời/ Không bắt máy
VN01000000002893,PVN2020XXX_BEANBOX,Không trả lời/ Không bắt máy
VN01000000002895,PVN2020XXX_BEANBOX,Đáp viên không thỏa điều kiện
VN01000000002896,PVN2020XXX_BEANBOX,Đáp viên không thỏa điều kiện
VN01000000002897,PVN2020XXX_BEANBOX,Đáp viên không thỏa điều kiện
VN01000000002898,PVN2020XXX_BEANBOX,Hết quota
VN01000000002899,PVN2020XXX_BEANBOX,Số điện thoại không liên lạc được
